Serial,ElevationAngle,Azimuth
20240101064011,-0.12,115.81
20240101065011,1.94,117.84
20240101070011,3.97,119.87
20240101071011,5.99,121.9
20240101072011,7.99,123.92
20240101073011,9.96,125.95
20240101074011,11.91,127.98
20240101075011,13.83,130.01
20240101080011,15.72,132.04
20240101081011,17.59,134.06
20240101082011,19.41,136.09
20240101083011,21.2,138.12
20240101084011,22.95,140.15
20240101085011,24.66,142.18
20240101090011,26.32,144.2
20240101091011,27.93,146.23
20240101092011,29.49,148.26
20240101093011,30.99,150.29
20240101094011,32.42,152.32
20240101095011,33.79,154.34
20240101100011,35.08,156.37
20240101101011,36.3,158.4
20240101102011,37.43,160.43
20240101103011,38.47,162.46
20240101104011,39.42,164.49
20240101105011,40.26,166.51
20240101110011,41.0,168.54
20240101111011,41.63,170.57
20240101112011,42.15,172.6
20240101113011,42.55,174.63
20240101114011,42.82,176.65
20240101115011,42.97,178.68
20240101120011,42.99,180.71
20240101121011,42.89,182.74
20240101122011,42.67,184.77
20240101123011,42.32,186.79
20240101124011,41.85,188.82
20240101125011,41.27,190.85
20240101130011,40.57,192.88
20240101131011,39.77,194.91
20240101132011,38.86,196.93
20240101133011,37.86,198.96
20240101134011,36.76,200.99
20240101135011,35.58,203.02
20240101140011,34.32,205.05
20240101141011,32.98,207.07
20240101142011,31.57,209.1
20240101143011,30.1,211.13
20240101144011,28.56,213.16
20240101145011,26.97,215.19
20240101150011,25.33,217.22
20240101151011,23.64,219.24
20240101152011,21.91,221.27
20240101153011,20.13,223.3
20240101154011,18.32,225.33
20240101155011,16.47,227.36
20240101160011,14.59,229.38
20240101161011,12.68,231.41
20240101162011,10.75,233.44
20240101163011,8.78,235.47
20240101164011,6.79,237.5
20240101165011,4.78,239.52
20240101170011,2.75,241.55
20240101171011,0.7,243.58
20240102064011,-0.12,115.61
20240102065011,1.94,117.64
20240102070011,3.97,119.66
20240102071011,5.99,121.69
20240102072011,7.99,123.72
20240102073011,9.96,125.75
20240102074011,11.91,127.78
20240102075011,13.83,129.8
20240102080011,15.72,131.83
20240102081011,17.59,133.86
20240102082011,19.41,135.89
20240102083011,21.2,137.92
20240102084011,22.95,139.95
20240102085011,24.66,141.97
20240102090011,26.32,144.0
20240102091011,27.93,146.03
20240102092011,29.49,148.06
20240102093011,30.99,150.09
20240102094011,32.42,152.11
20240102095011,33.79,154.14
20240102100011,35.08,156.17
20240102101011,36.3,158.2
20240102102011,37.43,160.23
20240102103011,38.47,162.25
20240102104011,39.42,164.28
20240102105011,40.26,166.31
20240102110011,41.0,168.34
20240102111011,41.63,170.37
20240102112011,42.15,172.39
20240102113011,42.55,174.42
20240102114011,42.82,176.45
20240102115011,42.97,178.48
20240102120011,42.99,180.51
20240102121011,42.89,182.54
20240102122011,42.67,184.56
20240102123011,42.32,186.59
20240102124011,41.85,188.62
20240102125011,41.27,190.65
20240102130011,40.57,192.68
20240102131011,39.77,194.7
20240102132011,38.86,196.73
20240102133011,37.86,198.76
20240102134011,36.76,200.79
20240102135011,35.58,202.82
20240102140011,34.32,204.84
20240102141011,32.98,206.87
20240102142011,31.57,208.9
20240102143011,30.1,210.93
20240102144011,28.56,212.96
20240102145011,26.97,214.98
20240102150011,25.33,217.01
20240102151011,23.64,219.04
20240102152011,21.91,221.07
20240102153011,20.13,223.1
20240102154011,18.32,225.12
20240102155011,16.47,227.15
20240102160011,14.59,229.18
20240102161011,12.68,231.21
20240102162011,10.75,233.24
20240102163011,8.78,235.27
20240102164011,6.79,237.29
20240102165011,4.78,239.32
20240102170011,2.75,241.35
20240102171011,0.7,243.38
20240103064011,-0.33,115.61
20240103065011,1.73,117.63
20240103070011,3.77,119.66
20240103071011,5.79,121.68
20240103072011,7.79,123.71
20240103073011,9.77,125.73
20240103074011,11.72,127.76
20240103075011,13.64,129.78
20240103080011,15.54,131.81
20240103081011,17.4,133.83
20240103082011,19.23,135.86
20240103083011,21.03,137.88
20240103084011,22.78,139.91
20240103085011,24.49,141.93
20240103090011,26.16,143.96
20240103091011,27.77,145.98
20240103092011,29.34,148.01
20240103093011,30.84,150.03
20240103094011,32.28,152.06
20240103095011,33.66,154.08
20240103100011,34.96,156.11
20240103101011,36.18,158.13
20240103102011,37.32,160.16
20240103103011,38.37,162.18
20240103104011,39.33,164.21
20240103105011,40.18,166.23
20240103110011,40.94,168.26
20240103111011,41.58,170.28
20240103112011,42.1,172.31
20240103113011,42.51,174.33
20240103114011,42.8,176.36
20240103115011,42.96,178.38
20240103120011,43.0,180.4
20240103121011,42.91,182.43
20240103122011,42.7,184.45
20240103123011,42.36,186.48
20240103124011,41.91,188.5
20240103125011,41.33,190.53
20240103130011,40.65,192.55
20240103131011,39.85,194.58
20240103132011,38.96,196.6
20240103133011,37.96,198.63
20240103134011,36.88,200.65
20240103135011,35.7,202.68
20240103140011,34.45,204.7
20240103141011,33.12,206.73
20240103142011,31.71,208.75
20240103143011,30.25,210.78
20240103144011,28.72,212.8
20240103145011,27.13,214.83
20240103150011,25.5,216.85
20240103151011,23.81,218.88
20240103152011,22.08,220.9
20240103153011,20.31,222.93
20240103154011,18.5,224.95
20240103155011,16.66,226.98
