Serial,ElevationAngle,Azimuth
20240101064014,-0.12,115.81
20240101065014,1.94,117.84
20240101070014,3.97,119.87
20240101071014,5.99,121.9
20240101072014,7.99,123.92
20240101073014,9.96,125.95
20240101074014,11.91,127.98
20240101075014,13.83,130.01
20240101080014,15.72,132.04
20240101081014,17.59,134.06
20240101082014,19.41,136.09
20240101083014,21.2,138.12
20240101084014,22.95,140.15
20240101085014,24.66,142.18
20240101090014,26.32,144.2
20240101091014,27.93,146.23
20240101092014,29.49,148.26
20240101093014,30.99,150.29
20240101094014,32.42,152.32
20240101095014,33.79,154.34
20240101100014,35.08,156.37
20240101101014,36.3,158.4
20240101102014,37.43,160.43
20240101103014,38.47,162.46
20240101104014,39.42,164.49
20240101105014,40.26,166.51
20240101110014,41.0,168.54
20240101111014,41.63,170.57
20240101112014,42.15,172.6
20240101113014,42.55,174.63
20240101114014,42.82,176.65
20240101115014,42.97,178.68
20240101120014,42.99,180.71
20240101121014,42.89,182.74
20240101122014,42.67,184.77
20240101123014,42.32,186.79
20240101124014,41.85,188.82
20240101125014,41.27,190.85
20240101130014,40.57,192.88
20240101131014,39.77,194.91
20240101132014,38.86,196.93
20240101133014,37.86,198.96
20240101134014,36.76,200.99
20240101135014,35.58,203.02
20240101140014,34.32,205.05
20240101141014,32.98,207.07
20240101142014,31.57,209.1
20240101143014,30.1,211.13
20240101144014,28.56,213.16
20240101145014,26.97,215.19
20240101150014,25.33,217.22
20240101151014,23.64,219.24
20240101152014,21.91,221.27
20240101153014,20.13,223.3
20240101154014,18.32,225.33
20240101155014,16.47,227.36
20240101160014,14.59,229.38
20240101161014,12.68,231.41
20240101162014,10.75,233.44
20240101163014,8.78,235.47
20240101164014,6.79,237.5
20240101165014,4.78,239.52
20240101170014,2.75,241.55
20240101171014,0.7,243.58
20240102064014,-0.12,115.61
20240102065014,1.94,117.64
20240102070014,3.97,119.66
20240102071014,5.99,121.69
20240102072014,7.99,123.72
20240102073014,9.96,125.75
20240102074014,11.91,127.78
20240102075014,13.83,129.8
