Serial,ElevationAngle,Azimuth
20240101064007,-0.12,115.81
20240101065007,1.94,117.84
20240101070007,3.97,119.87
20240101071007,5.99,121.9
20240101072007,7.99,123.92
20240101073007,9.96,125.95
20240101074007,11.91,127.98
20240101075007,13.83,130.01
20240101080007,15.72,132.04
20240101081007,17.59,134.06
20240101082007,19.41,136.09
20240101083007,21.2,138.12
20240101084007,22.95,140.15
20240101085007,24.66,142.18
20240101090007,26.32,144.2
20240101091007,27.93,146.23
20240101092007,29.49,148.26
20240101093007,30.99,150.29
20240101094007,32.42,152.32
20240101095007,33.79,154.34
20240101100007,35.08,156.37
20240101101007,36.3,158.4
20240101102007,37.43,160.43
20240101103007,38.47,162.46
20240101104007,39.42,164.49
20240101105007,40.26,166.51
20240101110007,41.0,168.54
20240101111007,41.63,170.57
20240101112007,42.15,172.6
20240101113007,42.55,174.63
20240101114007,42.82,176.65
20240101115007,42.97,178.68
20240101120007,42.99,180.71
20240101121007,42.89,182.74
20240101122007,42.67,184.77
20240101123007,42.32,186.79
20240101124007,41.85,188.82
20240101125007,41.27,190.85
20240101130007,40.57,192.88
20240101131007,39.77,194.91
20240101132007,38.86,196.93
20240101133007,37.86,198.96
20240101134007,36.76,200.99
20240101135007,35.58,203.02
20240101140007,34.32,205.05
20240101141007,32.98,207.07
20240101142007,31.57,209.1
20240101143007,30.1,211.13
20240101144007,28.56,213.16
20240101145007,26.97,215.19
20240101150007,25.33,217.22
20240101151007,23.64,219.24
20240101152007,21.91,221.27
20240101153007,20.13,223.3
20240101154007,18.32,225.33
20240101155007,16.47,227.36
20240101160007,14.59,229.38
20240101161007,12.68,231.41
20240101162007,10.75,233.44
20240101163007,8.78,235.47
20240101164007,6.79,237.5
20240101165007,4.78,239.52
20240101170007,2.75,241.55
20240101171007,0.7,243.58
20240102064007,-0.12,115.61
20240102065007,1.94,117.64
20240102070007,3.97,119.66
20240102071007,5.99,121.69
20240102072007,7.99,123.72
20240102073007,9.96,125.75
20240102074007,11.91,127.78
20240102075007,13.83,129.8
20240102080007,15.72,131.83
20240102081007,17.59,133.86
20240102082007,19.41,135.89
20240102083007,21.2,137.92
20240102084007,22.95,139.95
20240102085007,24.66,141.97
20240102090007,26.32,144.0
20240102091007,27.93,146.03
20240102092007,29.49,148.06
20240102093007,30.99,150.09
20240102094007,32.42,152.11
20240102095007,33.79,154.14
20240102100007,35.08,156.17
20240102101007,36.3,158.2
20240102102007,37.43,160.23
20240102103007,38.47,162.25
20240102104007,39.42,164.28
20240102105007,40.26,166.31
20240102110007,41.0,168.34
20240102111007,41.63,170.37
20240102112007,42.15,172.39
20240102113007,42.55,174.42
20240102114007,42.82,176.45
20240102115007,42.97,178.48
20240102120007,42.99,180.51
20240102121007,42.89,182.54
20240102122007,42.67,184.56
20240102123007,42.32,186.59
20240102124007,41.85,188.62
20240102125007,41.27,190.65
20240102130007,40.57,192.68
20240102131007,39.77,194.7
20240102132007,38.86,196.73
20240102133007,37.86,198.76
20240102134007,36.76,200.79
20240102135007,35.58,202.82
20240102140007,34.32,204.84
20240102141007,32.98,206.87
20240102142007,31.57,208.9
20240102143007,30.1,210.93
20240102144007,28.56,212.96
20240102145007,26.97,214.98
20240102150007,25.33,217.01
20240102151007,23.64,219.04
20240102152007,21.91,221.07
20240102153007,20.13,223.1
20240102154007,18.32,225.12
20240102155007,16.47,227.15
20240102160007,14.59,229.18
20240102161007,12.68,231.21
20240102162007,10.75,233.24
20240102163007,8.78,235.27
20240102164007,6.79,237.29
20240102165007,4.78,239.32
20240102170007,2.75,241.35
20240102171007,0.7,243.38
20240103064007,-0.33,115.61
20240103065007,1.73,117.63
20240103070007,3.77,119.66
20240103071007,5.79,121.68
20240103072007,7.79,123.71
20240103073007,9.77,125.73
20240103074007,11.72,127.76
20240103075007,13.64,129.78
20240103080007,15.54,131.81
20240103081007,17.4,133.83
20240103082007,19.23,135.86
