序號,答案
20240117090001,283.8
20240117091001,48.38
20240117092001,0.0
20240117093001,65.28
20240117094001,26.95
20240117095001,44.63
20240117100001,64.72
20240117101001,73.66
20240117102001,85.8
20240117103001,88.07
20240117104001,115.73
20240117105001,143.15
20240117110001,138.21
20240117111001,0.0
20240117112001,109.45
20240117113001,0.0
20240117114001,40.19
20240117115001,30.76
20240117120001,62.31
20240117121001,102.97
20240117122001,114.3
20240117123001,105.11
20240117124001,182.7
20240117125001,189.83
20240117130001,160.02
20240117131001,321.93
20240117132001,0.0
20240117133001,0.0
20240117134001,125.22
20240117135001,0.0
20240117140001,41.84
20240117141001,63.65
20240117142001,70.34
20240117143001,81.68
20240117144001,93.04
20240117145001,139.23
20240117150001,143.89
20240117151001,141.4
20240117152001,0.0
20240117153001,335.12
20240117154001,0.0
20240117155001,164.49
20240117160001,0.0
20240117161001,61.81
20240117162001,104.36
20240117163001,112.4
20240117164001,94.71
20240117165001,217.91
20240119090001,419.17
20240119091001,118.28
20240119092001,0.0
20240119093001,184.51
20240119094001,162.49
20240119095001,251.62
20240119100001,342.57
20240119101001,318.43
20240119102001,541.37
20240119103001,445.22
20240119104001,408.6
20240119105001,431.9
20240119110001,497.73
20240119111001,0.0
20240119112001,34.24
20240119113001,34.98
20240119114001,43.49
20240119115001,64.12
20240119120001,78.99
20240119121001,80.27
20240119122001,114.51
20240119123001,130.68
20240119124001,151.56
20240119125001,150.37
20240119130001,172.11
20240119131001,0.0
20240119132001,149.7
20240119133001,0.0
20240119134001,101.22
20240119135001,94.63
20240119140001,149.77
20240119141001,158.35
20240119142001,219.84
20240119143001,192.39
20240119144001,238.5
20240119145001,242.11
20240119150001,235.4
20240119151001,324.0
20240119152001,0.0
20240119153001,0.0
20240119154001,125.96
20240119155001,0.0
20240119160001,43.48
20240119161001,63.16
20240119162001,70.27
20240119163001,81.7
20240119164001,93.01
20240119165001,139.23
20240224090001,218.32
20240224091001,108.01
20240224092001,0.0
20240224093001,116.44
20240224094001,43.16
20240224095001,88.57
20240224100001,125.31
20240224101001,113.98
20240224102001,140.58
20240224103001,178.88
20240224104001,257.73
20240224105001,312.1
20240224110001,268.48
20240224111001,0.0
20240224112001,8.67
20240224113001,14.99
20240224114001,21.57
20240224115001,34.61
20240224120001,53.7
20240224121001,50.32
20240224122001,52.72
20240224123001,81.79
20240224124001,118.86
20240224125001,151.18
20240224130001,112.81
20240224131001,0.0
20240224132001,175.17
20240224133001,0.0
20240224134001,48.78
20240224135001,36.3
20240224140001,56.73
20240224141001,66.8
20240224142001,70.31
20240224143001,95.95
20240224144001,128.14
20240224145001,177.55
20240224150001,126.88
20240224151001,0.0
20240224152001,0.0
20240224153001,4.05
20240224154001,4.01
20240224155001,14.99
20240224160001,31.51
20240224161001,57.49
20240224162001,61.48
20240224163001,103.59
20240224164001,138.82
20240224165001,194.21
20240226090001,169.87
20240226091001,91.52
20240226092001,0.0
20240226093001,101.26
20240226094001,20.09
20240226095001,61.73
20240226100001,65.94
20240226101001,82.65
20240226102001,90.59
20240226103001,117.48
20240226104001,147.27
20240226105001,188.04
20240226110001,166.46
20240226111001,0.0
20240226112001,17.95
20240226113001,21.39
20240226114001,26.35
20240226115001,26.81
20240226120001,32.97
20240226121001,47.66
20240226122001,53.88
20240226123001,78.04
20240226124001,94.51
20240226125001,121.76
20240226130001,89.67
20240226131001,0.0
20240226132001,78.01
20240226133001,0.0
20240226134001,44.19
20240226135001,4.46
20240226140001,9.68
20240226141001,38.8
20240226142001,65.4
20240226143001,91.52
20240226144001,111.92
20240226145001,138.85
20240226150001,97.83
20240226151001,106.29
20240226152001,11.51
20240226153001,58.99
20240226154001,45.74
20240226155001,71.0
20240226160001,46.04
20240226161001,78.91
20240226162001,110.0
20240226163001,139.04
20240226164001,176.17
20240226165001,217.16
20240327090001,297.79
20240327091001,168.65
20240327092001,6.45
20240327093001,180.8
20240327094001,139.4
20240327095001,199.15
20240327100001,262.28
20240327101001,288.51
20240327102001,273.47
20240327103001,262.06
20240327104001,290.79
20240327105001,311.47
20240327110001,334.58
20240327111001,128.89
20240327112001,74.01
20240327113001,71.32
20240327114001,156.8
20240327115001,163.43
20240327120001,248.72
20240327121001,284.16
20240327122001,266.41
20240327123001,253.89
20240327124001,287.16
20240327125001,310.69
20240327130001,326.27
20240327131001,0.0
20240327132001,103.38
20240327133001,40.7
20240327134001,64.8
20240327135001,86.19
20240327140001,113.33
20240327141001,127.92
20240327142001,112.77
20240327143001,108.19
20240327144001,144.53
20240327145001,144.56
20240327150001,144.41
20240327151001,0.0
20240327152001,229.84
20240327153001,0.0
20240327154001,102.83
20240327155001,98.22
20240327160001,138.53
20240327161001,153.76
20240327162001,143.87
20240327163001,136.54
20240327164001,157.17
20240327165001,175.54
20240329090001,171.62
20240329091001,221.68
20240329092001,9.36
20240329093001,219.29
20240329094001,125.02
20240329095001,189.68
20240329100001,209.32
20240329101001,190.99
20240329102001,153.57
20240329103001,232.1
20240329104001,119.64
20240329105001,163.8
20240329110001,211.09
20240329111001,197.83
20240329112001,63.06
20240329113001,118.65
20240329114001,120.91
20240329115001,155.94
20240329120001,194.32
20240329121001,165.46
20240329122001,143.75
20240329123001,237.37
20240329124001,86.66
20240329125001,152.05
20240329130001,196.66
20240329131001,0.0
20240329132001,92.71
20240329133001,69.76
20240329134001,63.04
20240329135001,85.09
20240329140001,89.59
20240329141001,84.95
20240329142001,54.15
20240329143001,95.78
20240329144001,51.11
20240329145001,71.67
20240329150001,98.22
20240329151001,0.0
20240329152001,229.23
20240329153001,6.14
20240329154001,85.12
20240329155001,99.61
20240329160001,113.75
20240329161001,106.14
20240329162001,81.94
20240329163001,143.46
20240329164001,63.84
20240329165001,92.3
20240428090001,426.67
20240428091001,138.21
20240428092001,6.88
20240428093001,231.69
20240428094001,116.67
20240428095001,177.4
20240428100001,226.01
20240428101001,251.27
20240428102001,312.46
20240428103001,257.14
20240428104001,316.88
20240428105001,383.45
20240428110001,443.57
20240428111001,101.1
20240428112001,46.18
20240428113001,127.83
20240428114001,115.05
20240428115001,129.13
20240428120001,206.88
20240428121001,233.91
20240428122001,323.65
20240428123001,230.64
20240428124001,316.42
20240428125001,386.4
20240428130001,455.94
20240428131001,0.0
20240428132001,197.23
20240428133001,175.96
20240428134001,172.66
20240428135001,188.35
20240428140001,269.45
20240428141001,293.93
20240428142001,395.48
20240428143001,285.5
20240428144001,401.3
20240428145001,467.97
20240428150001,577.84
20240428151001,103.98
20240428152001,48.14
20240428153001,168.63
20240428154001,106.41
20240428155001,145.75
20240428160001,242.1
20240428161001,288.33
20240428162001,307.65
20240428163001,310.1
20240428164001,345.47
20240428165001,387.19
20240430090001,842.12
20240430091001,417.77
20240430092001,277.21
20240430093001,466.13
20240430094001,454.52
20240430095001,509.71
20240430100001,566.61
20240430101001,616.12
20240430102001,645.23
20240430103001,665.33
20240430104001,741.41
20240430105001,765.17
20240430110001,764.22
20240430111001,437.56
20240430112001,386.4
20240430113001,478.74
20240430114001,542.53
20240430115001,596.94
20240430120001,670.57
20240430121001,760.38
20240430122001,814.24
20240430123001,871.96
20240430124001,958.4
20240430125001,975.31
20240430130001,968.55
20240430131001,333.21
20240430132001,560.05
20240430133001,648.35
20240430134001,697.9
20240430135001,755.0
20240430140001,834.03
20240430141001,910.79
20240430142001,950.57
20240430143001,990.07
20240430144001,1063.72
20240430145001,1105.47
20240430150001,1058.48
20240430151001,297.64
20240430152001,129.64
20240430153001,243.48
20240430154001,214.97
20240430155001,253.9
20240430160001,292.62
20240430161001,291.41
20240430162001,290.52
20240430163001,308.29
20240430164001,348.44
20240430165001,355.99
20240515090001,868.92
20240515091001,491.22
20240515092001,245.32
20240515093001,522.34
20240515094001,506.31
20240515095001,613.17
20240515100001,555.34
20240515101001,592.71
20240515102001,655.89
20240515103001,718.09
20240515104001,766.51
20240515105001,811.34
20240515110001,778.34
20240515111001,552.47
20240515112001,451.88
20240515113001,709.26
20240515114001,792.97
20240515115001,886.44
20240515120001,806.89
20240515121001,968.95
20240515122001,992.08
20240515123001,1098.01
20240515124001,1138.91
20240515125001,1200.39
20240515130001,1111.11
20240515131001,326.02
20240515132001,141.02
20240515133001,253.35
20240515134001,213.91
20240515135001,293.42
20240515140001,315.77
20240515141001,257.1
20240515142001,250.75
20240515143001,259.0
20240515144001,306.84
20240515145001,337.72
20240515150001,640.11
20240515151001,284.49
20240515152001,405.47
20240515153001,541.27
20240515154001,681.89
20240515155001,781.52
20240515160001,726.87
20240515161001,856.81
20240515162001,919.4
20240515163001,1022.32
20240515164001,1091.35
20240515165001,1159.59
20240520090001,591.03
20240520091001,402.31
20240520092001,289.99
20240520093001,326.61
20240520094001,314.78
20240520095001,377.59
20240520100001,462.94
20240520101001,491.49
20240520102001,507.58
20240520103001,661.96
20240520104001,661.48
20240520105001,750.01
20240520110001,736.19
20240520111001,342.68
20240520112001,256.94
20240520113001,377.4
20240520114001,342.37
20240520115001,424.89
20240520120001,547.29
20240520121001,578.26
20240520122001,589.43
20240520123001,793.25
20240520124001,787.55
20240520125001,923.39
20240520130001,867.37
20240520131001,71.36
20240520132001,69.69
20240520133001,109.6
20240520134001,88.73
20240520135001,131.97
20240520140001,139.85
20240520141001,147.45
20240520142001,143.98
20240520143001,127.73
20240520144001,143.65
20240520145001,177.84
20240520150001,159.73
20240520151001,39.93
20240520152001,251.75
20240520153001,74.34
20240520154001,137.71
20240520155001,155.58
20240520160001,198.68
20240520161001,218.64
20240520162001,244.49
20240520163001,297.73
20240520164001,305.93
20240520165001,309.48
20240613090001,196.24
20240613091001,214.5
20240613092001,0.0
20240613093001,150.06
20240613094001,65.58
20240613095001,124.32
20240613100001,172.24
20240613101001,169.65
20240613102001,170.06
20240613103001,195.47
20240613104001,231.62
20240613105001,240.93
20240613110001,268.45
20240613111001,147.69
20240613112001,214.62
20240613113001,157.17
20240613114001,150.77
20240613115001,166.4
20240613120001,177.69
20240613121001,216.32
20240613122001,216.56
20240613123001,253.56
20240613124001,282.38
20240613125001,298.25
20240613130001,297.53
20240613131001,32.81
20240613132001,160.11
20240613133001,176.58
20240613134001,154.2
20240613135001,184.4
20240613140001,197.54
20240613141001,242.39
20240613142001,245.08
20240613143001,295.64
20240613144001,336.02
20240613145001,357.3
20240613150001,310.64
20240613151001,24.47
20240613152001,58.1
20240613153001,65.32
20240613154001,36.35
20240613155001,62.05
20240613160001,58.2
20240613161001,63.1
20240613162001,61.3
20240613163001,71.27
20240613164001,99.12
20240613165001,117.64
20240615090001,725.59
20240615091001,329.91
20240615092001,53.94
20240615093001,263.96
20240615094001,179.58
20240615095001,207.59
20240615100001,259.36
20240615101001,245.71
20240615102001,244.98
20240615103001,292.11
20240615104001,288.3
20240615105001,294.6
20240615110001,434.02
20240615111001,292.65
20240615112001,328.84
20240615113001,399.97
20240615114001,603.16
20240615115001,612.45
20240615120001,677.28
20240615121001,745.15
20240615122001,721.62
20240615123001,857.16
20240615124001,919.96
20240615125001,925.0
20240615130001,895.08
20240615131001,781.26
20240615132001,660.41
20240615133001,746.92
20240615134001,807.49
20240615135001,881.15
20240615140001,961.62
20240615141001,1011.98
20240615142001,938.25
20240615143001,1078.43
20240615144001,1156.95
20240615145001,1156.66
