序號,答案
20240117090001,157.65
20240117091001,203.39
20240117092001,268.7
20240117093001,434.75
20240117094001,369.77
20240117095001,354.9
20240117100001,293.48
20240117101001,236.63
20240117102001,297.48
20240117103001,277.78
20240117104001,252.84
20240117105001,584.1
20240117110001,758.45
20240117111001,916.55
20240117112001,870.91
20240117113001,861.55
20240117114001,612.46
20240117115001,289.03
20240117120001,190.85
20240117121001,168.25
20240117122001,141.47
20240117123001,77.24
20240117124001,75.27
20240117125001,97.4
20240117130001,111.58
20240117131001,107.36
20240117132001,111.83
20240117133001,90.75
20240117134001,83.31
20240117135001,81.86
20240117140001,88.15
20240117141001,103.4
20240117142001,114.75
20240117143001,104.38
20240117144001,112.43
20240117145001,94.38
20240117150001,82.29
20240117151001,43.91
20240117152001,39.45
20240117153001,35.07
20240117154001,33.95
20240117155001,31.08
20240117160001,20.42
20240117161001,13.98
20240117162001,11.81
20240117163001,9.77
20240117164001,8.0
20240117165001,6.35
20240119090001,391.33
20240119091001,592.52
20240119092001,396.19
20240119093001,835.53
20240119094001,982.12
20240119095001,876.01
20240119100001,871.73
20240119101001,882.17
20240119102001,882.52
20240119103001,876.63
20240119104001,875.91
20240119105001,798.17
20240119110001,213.42
20240119111001,205.74
20240119112001,194.03
20240119113001,206.44
20240119114001,212.63
20240119115001,318.36
20240119120001,288.03
20240119121001,287.96
20240119122001,571.7
20240119123001,419.67
20240119124001,101.96
20240119125001,142.22
20240119130001,192.32
20240119131001,187.02
20240119132001,342.49
20240119133001,343.24
20240119134001,324.31
20240119135001,204.58
20240119140001,165.5
20240119141001,105.4
20240119142001,57.02
20240119143001,60.26
20240119144001,88.06
20240119145001,87.16
20240119150001,139.24
20240119151001,204.18
20240119152001,220.65
20240119153001,116.53
20240119154001,85.17
20240119155001,83.36
20240119160001,71.84
20240119161001,24.69
20240119162001,20.78
20240119163001,13.91
20240119164001,13.47
20240119165001,6.94
20240224090001,220.03
20240224091001,384.23
20240224092001,366.97
20240224093001,357.29
20240224094001,358.3
20240224095001,478.71
20240224100001,529.81
20240224101001,585.43
20240224102001,633.68
20240224103001,703.26
20240224104001,732.77
20240224105001,576.56
20240224110001,634.97
20240224111001,888.24
20240224112001,815.46
20240224113001,906.86
20240224114001,921.59
20240224115001,906.16
20240224120001,547.93
20240224121001,511.7
20240224122001,498.73
20240224123001,445.08
20240224124001,453.46
20240224125001,428.94
20240224130001,419.3
20240224131001,383.8
20240224132001,287.7
20240224133001,280.3
20240224134001,281.62
20240224135001,284.38
20240224140001,275.13
20240224141001,269.55
20240224142001,210.91
20240224143001,193.78
20240224144001,181.28
20240224145001,110.85
20240224150001,74.32
20240224151001,124.44
20240224152001,154.99
20240224153001,116.68
20240224154001,94.72
20240224155001,84.18
20240224160001,45.52
20240224161001,37.73
20240224162001,26.72
20240224163001,16.39
20240224164001,10.23
20240224165001,5.48
20240226090001,18.34
20240226091001,14.07
20240226092001,21.2
20240226093001,29.82
20240226094001,34.24
20240226095001,34.06
20240226100001,42.23
20240226101001,51.65
20240226102001,57.26
20240226103001,71.09
20240226104001,75.54
20240226105001,23.79
20240226110001,126.22
20240226111001,153.71
20240226112001,181.62
20240226113001,700.87
20240226114001,941.31
20240226115001,1001.16
20240226120001,740.4
20240226121001,594.17
20240226122001,789.76
20240226123001,828.01
20240226124001,699.56
20240226125001,532.95
20240226130001,527.09
20240226131001,435.59
20240226132001,402.41
20240226133001,342.61
20240226134001,304.85
20240226135001,286.33
20240226140001,268.48
20240226141001,273.11
20240226142001,266.58
20240226143001,166.88
20240226144001,186.34
20240226145001,82.82
20240226150001,6.3
20240226151001,5.62
20240226152001,3.31
20240226153001,3.1
20240226154001,4.87
20240226155001,4.14
20240226160001,2.16
20240226161001,2.33
20240226162001,1.73
20240226163001,1.06
20240226164001,0.59
20240226165001,0.29
20240327090001,512.91
20240327091001,720.16
20240327092001,713.98
20240327093001,660.37
20240327094001,755.38
20240327095001,724.81
20240327100001,1608.91
20240327101001,1598.62
20240327102001,1657.14
20240327103001,1695.82
20240327104001,1743.57
20240327105001,1783.59
20240327110001,1463.19
20240327111001,1304.5
20240327112001,1413.54
20240327113001,1442.12
20240327114001,1274.67
20240327115001,971.7
20240327120001,1439.09
20240327121001,1233.16
20240327122001,1278.21
20240327123001,1713.6
20240327124001,1511.75
20240327125001,1328.8
20240327130001,1035.3
20240327131001,947.8
20240327132001,796.7
20240327133001,716.21
20240327134001,580.83
20240327135001,686.96
20240327140001,386.4
20240327141001,143.31
20240327142001,418.02
20240327143001,439.6
20240327144001,292.02
20240327145001,221.88
20240327150001,157.1
20240327151001,55.18
20240327152001,51.93
20240327153001,50.48
20240327154001,42.6
20240327155001,38.56
20240327160001,11.83
20240327161001,14.48
20240327162001,12.52
20240327163001,13.33
20240327164001,10.97
20240327165001,9.7
20240329090001,392.58
20240329091001,681.92
20240329092001,719.82
20240329093001,676.65
20240329094001,733.53
20240329095001,690.61
20240329100001,803.96
20240329101001,762.05
20240329102001,759.54
20240329103001,784.39
20240329104001,886.71
20240329105001,908.81
20240329110001,1144.38
20240329111001,1250.97
20240329112001,1336.69
20240329113001,1306.02
20240329114001,1360.43
20240329115001,1405.78
20240329120001,1650.85
20240329121001,1666.98
20240329122001,1660.06
20240329123001,1677.04
20240329124001,1743.18
20240329125001,1700.41
20240329130001,1593.16
20240329131001,1511.35
20240329132001,1287.59
20240329133001,1236.31
20240329134001,1336.36
20240329135001,1224.45
20240329140001,891.79
20240329141001,746.16
20240329142001,1027.1
20240329143001,845.52
20240329144001,460.4
20240329145001,440.47
20240329150001,242.51
20240329151001,104.21
20240329152001,76.86
20240329153001,65.26
20240329154001,42.54
20240329155001,37.23
20240329160001,25.6
20240329161001,14.33
20240329162001,8.98
20240329163001,6.27
20240329164001,3.19
20240329165001,2.25
20240428090001,475.4
20240428091001,724.51
20240428092001,757.56
20240428093001,905.39
20240428094001,1124.4
20240428095001,1120.26
20240428100001,1610.1
20240428101001,1422.56
20240428102001,1344.74
20240428103001,1119.46
20240428104001,1085.5
20240428105001,1003.59
20240428110001,1600.66
20240428111001,1613.34
20240428112001,1638.93
20240428113001,1725.47
20240428114001,1547.57
20240428115001,1507.52
20240428120001,1550.0
20240428121001,1311.07
20240428122001,1256.16
20240428123001,970.27
20240428124001,894.43
20240428125001,901.51
20240428130001,895.08
20240428131001,916.59
20240428132001,1105.01
20240428133001,888.67
20240428134001,753.52
20240428135001,519.5
20240428140001,449.78
20240428141001,554.42
20240428142001,463.22
20240428143001,239.2
20240428144001,389.59
20240428145001,161.43
20240428150001,192.56
20240428151001,181.27
20240428152001,202.93
20240428153001,171.79
20240428154001,143.07
20240428155001,110.45
20240428160001,116.15
20240428161001,72.98
20240428162001,50.57
20240428163001,32.54
20240428164001,15.26
20240428165001,12.98
20240430090001,496.17
20240430091001,505.69
20240430092001,505.78
20240430093001,506.6
20240430094001,515.92
20240430095001,615.78
20240430100001,1521.38
20240430101001,1493.81
20240430102001,1450.99
20240430103001,1060.24
20240430104001,1196.94
20240430105001,1002.82
20240430110001,873.17
20240430111001,979.05
20240430112001,1062.56
20240430113001,1020.79
20240430114001,1345.03
20240430115001,1291.43
20240430120001,1295.08
20240430121001,1164.09
20240430122001,1040.64
20240430123001,1197.1
20240430124001,1297.58
20240430125001,984.7
20240430130001,1379.22
20240430131001,1344.65
20240430132001,1420.83
20240430133001,1174.06
20240430134001,1176.22
20240430135001,936.75
20240430140001,1129.06
20240430141001,1169.97
20240430142001,971.75
20240430143001,753.67
20240430144001,711.52
20240430145001,575.84
20240430150001,629.36
20240430151001,534.65
20240430152001,355.56
20240430153001,307.88
20240430154001,206.94
20240430155001,149.77
20240430160001,121.37
20240430161001,74.97
20240430162001,51.11
20240430163001,35.97
20240430164001,14.41
20240430165001,12.86
20240515090001,528.43
20240515091001,563.26
20240515092001,727.42
20240515093001,747.86
20240515094001,788.62
20240515095001,914.46
20240515100001,1076.15
20240515101001,1032.13
20240515102001,805.88
20240515103001,765.79
20240515104001,972.69
20240515105001,1160.07
20240515110001,1221.09
20240515111001,1187.3
20240515112001,1200.53
20240515113001,1107.81
20240515114001,896.02
20240515115001,800.05
20240515120001,843.79
20240515121001,1013.74
20240515122001,1135.99
20240515123001,1211.9
20240515124001,1158.85
20240515125001,1052.68
20240515130001,766.05
20240515131001,209.81
20240515132001,152.96
20240515133001,114.21
20240515134001,171.87
20240515135001,43.57
20240515140001,32.96
20240515141001,64.62
20240515142001,52.55
20240515143001,40.69
20240515144001,38.37
20240515145001,27.45
20240515150001,29.99
20240515151001,50.7
20240515152001,75.28
20240515153001,44.28
20240515154001,75.88
20240515155001,92.3
20240515160001,89.09
20240515161001,50.75
20240515162001,51.28
20240515163001,26.41
20240515164001,18.6
20240515165001,10.62
20240520090001,576.22
20240520091001,853.48
20240520092001,944.27
20240520093001,952.3
20240520094001,1381.36
20240520095001,1590.65
20240520100001,1429.43
20240520101001,1394.8
20240520102001,982.75
20240520103001,927.84
20240520104001,452.94
20240520105001,381.2
20240520110001,411.29
20240520111001,379.38
20240520112001,399.86
20240520113001,381.53
20240520114001,343.87
20240520115001,637.1
20240520120001,397.41
20240520121001,539.58
20240520122001,621.31
20240520123001,206.85
20240520124001,174.9
20240520125001,441.25
20240520130001,586.6
20240520131001,402.1
20240520132001,387.46
20240520133001,468.68
20240520134001,373.0
20240520135001,286.58
20240520140001,242.04
20240520141001,185.16
20240520142001,193.38
20240520143001,184.51
20240520144001,191.85
20240520145001,208.38
20240520150001,156.04
20240520151001,182.27
20240520152001,167.77
20240520153001,92.33
20240520154001,74.14
20240520155001,57.11
20240520160001,54.92
20240520161001,46.16
20240520162001,34.19
20240520163001,18.61
20240520164001,11.66
20240520165001,9.78
20240613090001,95.36
20240613091001,367.4
20240613092001,480.48
20240613093001,529.59
20240613094001,568.55
20240613095001,584.99
20240613100001,568.67
20240613101001,567.22
20240613102001,618.76
20240613103001,684.82
20240613104001,708.06
20240613105001,187.23
20240613110001,161.32
20240613111001,537.19
20240613112001,659.35
20240613113001,690.41
20240613114001,667.7
20240613115001,687.68
20240613120001,707.39
20240613121001,683.88
20240613122001,559.12
20240613123001,524.35
20240613124001,519.29
20240613125001,474.61
20240613130001,467.78
20240613131001,374.66
20240613132001,368.14
20240613133001,385.74
20240613134001,325.99
20240613135001,267.02
20240613140001,214.24
20240613141001,202.97
20240613142001,196.16
20240613143001,159.12
20240613144001,143.7
20240613145001,100.07
20240613150001,97.89
20240613151001,83.73
20240613152001,78.77
20240613153001,59.75
20240613154001,45.52
20240613155001,37.63
20240613160001,49.17
20240613161001,31.06
20240613162001,21.69
20240613163001,17.8
20240613164001,9.58
20240613165001,6.15
20240615090001,136.47
20240615091001,125.04
20240615092001,128.42
20240615093001,90.09
20240615094001,81.18
20240615095001,104.69
20240615100001,97.42
20240615101001,100.63
20240615102001,80.85
20240615103001,86.96
20240615104001,67.93
20240615105001,39.19
20240615110001,53.5
20240615111001,73.9
20240615112001,84.3
20240615113001,109.75
20240615114001,143.71
20240615115001,157.91
20240615120001,181.49
20240615121001,168.34
20240615122001,99.9
20240615123001,82.32
20240615124001,79.49
20240615125001,70.02
20240615130001,76.4
20240615131001,29.14
20240615132001,47.31
20240615133001,70.87
20240615134001,35.48
20240615135001,10.82
20240615140001,8.2
20240615141001,15.16
20240615142001,14.47
20240615143001,15.66
20240615144001,16.14
20240615145001,9.21
20240615150001,6.61
20240615151001,3.74
20240615152001,5.61
20240615153001,4.07
20240615154001,3.66
20240615155001,0.86
20240615160001,0.1
20240615161001,2.14
20240615162001,3.0
20240615163001,1.85
20240615164001,0.7
20240615165001,0.78
20240703090001,401.42
20240703091001,505.29
20240703092001,605.06
20240703093001,321.61
20240703094001,240.71
20240703095001,321.47
20240703100001,550.93
20240703101001,692.0
20240703102001,514.7
20240703103001,332.22
20240703104001,319.56
20240703105001,402.67
20240703110001,406.75
20240703111001,337.28
20240703112001,358.26
20240703113001,560.52
20240703114001,410.24
20240703115001,584.86
20240703120001,418.96
20240703121001,395.78
20240703122001,259.34
20240703123001,104.15
20240703124001,114.17
20240703125001,141.14
20240703130001,90.02
20240703131001,48.12
20240703132001,81.27
20240703133001,107.95
20240703134001,85.77
20240703135001,82.36
20240703140001,34.08
20240703141001,28.43
20240703142001,46.72
20240703143001,34.96
20240703144001,21.02
20240703145001,16.21
20240703150001,14.97
20240703151001,20.14
20240703152001,16.02
20240703153001,11.45
20240703154001,8.53
20240703155001,8.08
20240703160001,11.7
20240703161001,10.06
20240703162001,5.0
20240703163001,2.52
20240703164001,1.22
20240703165001,1.11
20240707090001,362.28
20240707091001,761.03
20240707092001,754.36
20240707093001,923.75
20240707094001,812.15
20240707095001,664.38
20240707100001,889.57
20240707101001,516.63
20240707102001,490.02
20240707103001,494.06
20240707104001,679.85
20240707105001,500.67
20240707110001,375.49
20240707111001,252.37
20240707112001,248.21
20240707113001,548.74
20240707114001,528.11
20240707115001,689.73
